chr	gene	NAGn	SRIn	Y_Zn
chr8	NEFL	3	3	3
chr1	NEGR1	75	75	75
chr8	NEIL2	4	4	4
chr4	NEIL3	11	11	11
chr4	NEK1	16	16	16
chr13	NEK3	6	6	6
chr3	NEK4	6	6	6
chr13	NEK5	15	15	15
chr9	NEK6	19	19	19
chr1	NEK7	5	5	5
chr14	NEK9	2	2	2
chr3	NEK10	11	11	11
chr3	NEK11	18	18	18
chr11	NELL1	273	273	273
chr12	NELL2	56	56	56
chr1	NENF	5	5	5
chr15	NEO1	22	22	22
chr10	NET1	5	5	5
chr18	NETO1	23	23	23
chr6	NEU1	2	2	2
chr11	NEU3	7	7	7
chr10	NEURL	11	11	11
chr20	NEURL2	4	4	4
chr17	NEUROD2	2	2	2
chr12	NEUROD4	2	2	2
chr7	NEUROD6	2	2	2
chr17	NF1	25	25	25
chr22	NF2	8	8	8
chr22	NFAM1	8	8	8
chr1	NFASC	47	47	47
chr16	NFAT5	6	6	6
chr18	NFATC1	26	26	26
chr20	NFATC2	30	30	30
chr16	NFATC3	7	7	7
chr14	NFATC4	2	2	2
chr17	NFE2L1	4	4	4
chr2	NFE2L2	5	5	5
chr7	NFE2L3	3	3	3
chr1	NFIA	50	50	50
chr9	NFIB	43	43	43
chr19	NFIC	9	9	9
chr9	NFIL3	4	4	4
chr19	NFIX	7	7	7
chr4	NFKB1	5	5	5
chr6	NFKBIE	2	2	2
chr6	NFKBIL1	10	10	10
chr3	NFKBIZ	3	3	3
chr11	NFRKB	13	13	13
chr20	NFS1	3	3	3
chr2	NFU1	4	4	4
chr9	NFX1	7	7	7
chr4	NFXL1	10	10	10
chr6	NFYA	11	11	11
chr12	NFYB	6	6	6
chr1	NFYC	14	14	14
chr14	NGB	5	5	5
chr14	NGDN	2	2	2
chr2	NGEF	10	10	10
chr1	NGF	18	18	18
chr17	NGFR	3	3	3
chr3	NGLY1	4	4	4
chr15	NGRN	3	3	3
chr4	NHEDC1	10	10	10
chr4	NHEDC2	8	8	8
chr2	NHEJ1	8	8	8
chr1	NHLH1	4	4	4
chr10	NHLRC2	5	5	5
chr13	NHLRC3	3	3	3
chr22	NHP2L1	2	2	2
chr23	NHS	11	11	11
chr8	NIBP	135	135	135
chr1	NID1	16	16	16
chr14	NID2	9	9	9
chr2	NIF3L1	4	4	4
chr9	NINJ1	3	3	3
chr12	NINJ2	24	24	24
chr16	NIP30	8	8	8
chr5	NIPBL	9	9	9
chr22	NIPSNAP1	5	5	5
chr9	NIPSNAP3A	3	3	3
chr9	NIPSNAP3B	2	2	2
chr3	NIT2	6	6	6
chr6	NKAIN2	236	236	236
chr8	NKAIN3	112	112	112
chr20	NKAIN4	6	6	6
chr16	NKD1	4	4	4
chr5	NKD2	3	3	3
chr3	NKIRAS1	5	5	5
chr23	NKRF	3	3	3
chr3	NKTR	5	5	5
chr20	NKX2-4	2	2	2
chr8	NKX3-1	2	2	2
chr4	NKX6-1	3	3	3
chr8	NKX6-3	2	2	2
chr3	NLGN1	168	168	168
chr17	NLGN2	3	3	3
chr23	NLGN3	2	2	2
chr23	NLGN4X	32	32	32
chr5	NLN	29	29	29
chr20	NLP	6	6	6
chr16	NLRC3	3	3	3
chr16	NLRC5	8	8	8
chr17	NLRP1	17	17	17
chr1	NLRP3	9	9	9
chr11	NLRP6	3	3	3
chr19	NLRP12	3	3	3
chr11	NLRP14	12	12	12
chr11	NLRX1	2	2	2
chr6	NMBR	2	2	2
chr3	NMD3	5	5	5
chr5	NME5	2	2	2
chr3	NME6	2	2	2
chr1	NME7	78	78	78
chr2	NMI	5	5	5
chr1	NMNAT1	4	4	4
chr1	NMNAT2	34	34	34
chr3	NMNAT3	16	16	16
chr16	NMRAL1	2	2	2
chr2	NMS	6	6	6
chr17	NMT1	5	5	5
chr10	NMT2	20	20	20
chr4	NMU	9	9	9
chr2	NMUR1	2	2	2
chr20	NNAT	2	2	2
chr11	NNMT	3	3	3
chr5	NNT	3	3	3
chr7	NOBOX	2	2	2
chr10	NOC3L	2	2	2
chr12	NOC4L	4	4	4
chr7	NOD1	4	4	4
chr16	NOD2	4	4	4
chr10	NODAL	3	3	3
chr17	NOG	2	2	2
chr12	NOL1	3	3	3
chr18	NOL4	65	65	65
chr20	NOL5A	2	2	2
chr9	NOL6	5	5	5
chr9	NOL8	4	4	4
chr1	NOL9	4	4	4
chr2	NOL10	31	31	31
chr17	NOL11	5	5	5
chr4	NOL14	2	2	2
chr4	NOLA1	3	3	3
chr5	NOLA2	2	2	2
chr10	NOLC1	2	2	2
chr7	NOM1	3	3	3
chr16	NOMO3	21	21	21
chr23	NONO	2	2	2
chr2	NOP5/NOP58	10	10	10
chr12	NOS1	39	39	39
chr1	NOS1AP	52	52	52
chr7	NOS3	7	7	7
chr19	NOSIP	2	2	2
chr2	NOSTRIN	10	10	10
chr9	NOTCH1	17	17	17
chr1	NOTCH2	27	27	27
chr19	NOTCH3	10	10	10
chr6	NOTCH4	22	22	22
chr8	NOV	5	5	5
chr14	NOVA1	32	32	32
chr19	NOVA2	6	6	6
chr23	NOX1	3	3	3
chr6	NOX3	19	19	19
chr11	NOX4	15	15	15
chr15	NOX5	32	32	32
chr16	NOXO1	3	3	3
chr4	NPAL1	2	2	2
chr8	NPAL2	16	16	16
chr1	NPAL3	13	13	13
chr19	NPAS1	3	3	3
chr2	NPAS2	18	18	18
chr14	NPAS3	149	149	149
chr11	NPAT	9	9	9
chr20	NPBWR2	2	2	2
chr18	NPC1	4	4	4
chr7	NPC1L1	2	2	2
chr9	NPDC1	2	2	2
chr20	NPEPL1	4	4	4
chr17	NPEPPS	17	17	17
chr10	NPFFR1	6	6	6
chr4	NPFFR2	6	6	6
chr2	NPHP1	8	8	8
chr1	NPHP4	15	15	15
chr19	NPHS1	4	4	4
chr1	NPHS2	6	6	6
chr1	NPL	6	6	6
chr17	NPLOC4	24	24	24
chr5	NPM1	4	4	4
chr4	NPNT	2	2	2
chr9	NPR2	3	3	3
chr5	NPR3	16	16	16
chr10	NPS	4	4	4
chr7	NPSR1	52	52	52
chr15	NPTN	20	20	20
chr22	NPTXR	9	9	9
chr7	NPY	2	2	2
chr4	NPY1R	2	2	2
chr4	NPY2R	2	2	2
chr4	NPY5R	4	4	4
chr6	NQO2	8	8	8
chr23	NR0B1	2	2	2
chr17	NR1D1	2	2	2
chr3	NR1D2	3	3	3
chr11	NR1H3	3	3	3
chr12	NR1H4	10	10	10
chr3	NR1I2	6	6	6
chr12	NR2C1	9	9	9
chr3	NR2C2	13	13	13
chr19	NR2C2AP	2	2	2
chr5	NR2F1	2	2	2
chr15	NR2F2	2	2	2
chr5	NR3C1	14	14	14
chr4	NR3C2	32	32	32
chr2	NR4A2	3	3	3
chr9	NR4A3	12	12	12
chr9	NR5A1	8	8	8
chr1	NR5A2	10	10	10
chr9	NR6A1	29	29	29
chr10	NRAP	33	33	33
chr8	NRBP2	2	2	2
chr7	NRCAM	69	69	69
chr1	NRD1	2	2	2
chr7	NRF1	10	10	10
chr8	NRG1	142	142	142
chr5	NRG2	26	26	26
chr10	NRG3	197	197	197
chr15	NRG4	11	11	11
chr11	NRIP3	3	3	3
chr23	NRK	4	4	4
chr14	NRL	2	2	2
chr6	NRM	4	4	4
chr10	NRP1	50	50	50
chr2	NRP2	16	16	16
chr6	NRSN1	4	4	4
chr2	NRXN1	181	181	181
chr11	NRXN2	16	16	16
chr14	NRXN3	327	327	327
chr5	NSD1	2	2	2
chr23	NSDHL	2	2	2
chr17	NSF	6	6	6
chr20	NSFL1C	8	8	8
chr1	NSL1	14	14	14
chr8	NSMAF	23	23	23
chr16	NSMCE1	17	17	17
chr8	NSMCE2	41	41	41
chr10	NSMCE4A	3	3	3
chr5	NSUN2	9	9	9
chr3	NSUN3	6	6	6
chr10	NSUN6	13	13	13
chr4	NSUN7	16	16	16
chr1	NT5C1A	2	2	2
chr2	NT5C1B	6	6	6
chr10	NT5C2	7	7	7
chr7	NT5C3	3	3	3
chr17	NT5C3L	5	5	5
chr6	NT5DC1	11	11	11
chr3	NT5DC2	2	2	2
chr12	NT5DC3	5	5	5
chr6	NT5E	4	4	4
chr17	NT5M	6	6	6
chr12	NTF3	10	10	10
chr17	NTN1	47	47	47
chr12	NTN4	51	51	51
chr1	NTNG1	52	52	52
chr9	NTNG2	4	4	4
chr1	NTRK1	2	2	2
chr9	NTRK2	63	63	63
chr15	NTRK3	68	68	68
chr20	NTSR1	8	8	8
chr2	NTSR2	5	5	5
chr12	NUAK1	35	35	35
chr7	NUB1	3	3	3
chr16	NUBP1	8	8	8
chr14	NUBPL	39	39	39
chr19	NUCB1	6	6	6
chr11	NUCB2	3	3	3
chr1	NUCKS1	10	10	10
chr8	NUDCD1	6	6	6
chr7	NUDCD3	2	2	2
chr7	NUDT1	4	4	4
chr6	NUDT3	8	8	8
chr12	NUDT4	3	3	3
chr10	NUDT5	8	8	8
chr16	NUDT7	3	3	3
chr4	NUDT9	7	7	7
chr5	NUDT12	3	3	3
chr13	NUDT15	2	2	2
chr16	NUDT16L1	2	2	2
chr19	NUDT19	5	5	5
chr16	NUDT21	4	4	4
chr13	NUFIP1	9	9	9
chr14	NUMB	38	38	38
chr19	NUMBL	2	2	2
chr2	NUP35	11	11	11
chr12	NUP37	6	6	6
chr22	NUP50	5	5	5
chr19	NUP62	3	3	3
chr23	NUP62CL	2	2	2
chr17	NUP85	7	7	7
chr17	NUP88	4	4	4
chr16	NUP93	21	21	21
chr11	NUP98	22	22	22
chr12	NUP107	14	14	14
chr1	NUP133	10	10	10
chr6	NUP153	14	14	14
chr5	NUP155	3	3	3
chr11	NUP160	2	2	2
chr9	NUP188	8	8	8
chr7	NUP205	9	9	9
chr3	NUP210	11	11	11
chr1	NUP210L	9	9	9
chr9	NUP214	20	20	20
chr13	NUPL1	10	10	10
chr7	NUPL2	2	2	2
chr6	NUS1	5	5	5
chr15	NUSAP1	2	2	2
chr16	NUTF2	7	7	7
chr1	NVL	2	2	2
chr19	NWD1	13	13	13
chr23	NXF2	3	3	3
chr23	NXF2B	3	3	3
chr23	NXF3	2	2	2
chr23	NXF5	3	3	3
chr17	NXN	51	51	51
chr9	NXNL2	10	10	10
chr7	NXPH1	69	69	69
chr2	NXPH2	6	6	6
chr17	NXPH3	5	5	5
chr20	NXT1	2	2	2
chr19	NY-SAR-48	7	7	7
chr23	NYX	3	3	3
chr11	OAF	2	2	2
chr12	OAS3	4	4	4
chr12	OASL	6	6	6
chr10	OAT	3	3	3
chr19	OAZ1	3	3	3
chr10	OBFC1	9	9	9
chr2	OBFC2A	2	2	2
chr12	OBFC2B	2	2	2
chr9	OBP2A	3	3	3
chr9	OBP2B	2	2	2
chr1	OBSCN	14	14	14
chr2	OBSL1	5	5	5
chr8	OC90	11	11	11
chr15	OCA2	81	81	81
chr4	OCIAD2	4	4	4
chr7	OCM	2	2	2
chr23	OCRL	5	5	5
chr4	ODAM	3	3	3
chr8	ODF1	4	4	4
chr9	ODF2	4	4	4
chr1	ODF2L	10	10	10
chr19	ODF3L2	4	4	4
chr17	ODF4	2	2	2
chr23	ODZ1	67	67	67
chr5	ODZ2	136	136	136
chr4	ODZ3	102	102	102
chr11	ODZ4	88	88	88
chr6	OFCC1	47	47	47
chr23	OFD1	6	6	6
chr7	OGDH	7	7	7
chr10	OGDHL	9	9	9
chr16	OGFOD1	6	6	6
chr12	OGFOD2	2	2	2
chr6	OGFRL1	3	3	3
chr3	OGG1	3	3	3
chr9	OGN	3	3	3
chr23	OGT	2	2	2
chr15	OIP5	7	7	7
chr10	OIT3	2	2	2
chr2	OLA1	33	33	33
chr10	OLAH	9	9	9
chr9	OLFM1	13	13	13
chr19	OLFM2	6	6	6
chr1	OLFM3	24	24	24
chr13	OLFM4	6	6	6
chr11	OLFML1	13	13	13
chr9	OLFML2A	6	6	6
chr1	OLFML2B	2	2	2
chr21	OLIG1	2	2	2
chr21	OLIG2	2	2	2
chr6	OLIG3	2	2	2
chr12	OLR1	2	2	2
chr1	OMA1	16	16	16
chr15	ONECUT1	5	5	5
chr18	ONECUT2	5	5	5
chr19	ONECUT3	3	3	3
chr3	OPA1	3	3	3
chr19	OPA3	15	15	15
chr10	OPALIN	2	2	2
chr11	OPCML	232	232	232
chr23	OPHN1	21	21	21
chr23	OPN1LW	4	4	4
chr23	OPN1MW	2	2	2
chr23	OPN1MW2	2	2	2
chr1	OPN3	5	5	5
chr10	OPN4	5	5	5
chr6	OPN5	9	9	9
chr1	OPRD1	2	2	2
chr8	OPRK1	5	5	5
chr20	OPRL1	2	2	2
chr6	OPRM1	52	52	52
chr9	OPRS1	2	2	2
chr1	OPTC	5	5	5
chr10	OPTN	9	9	9
chr17	OR1D2	2	2	2
chr17	OR1E1	3	3	3
chr19	OR1M1	2	2	2
chr6	OR2B6	2	2	2
chr1	OR2B11	2	2	2
chr1	OR2C3	3	3	3
chr1	OR2G2	2	2	2
chr6	OR2H1	5	5	5
chr6	OR2H2	2	2	2
chr1	OR2L13	20	20	20
chr1	OR2T6	2	2	2
chr5	OR2V2	2	2	2
chr11	OR4C12	3	3	3
chr11	OR4C46	2	2	2
chr11	OR4D6	2	2	2
chr14	OR4E2	2	2	2
chr3	OR5H6	2	2	2
chr11	OR6A2	2	2	2
chr2	OR6B3	2	2	2
chr12	OR6C68	2	2	2
chr11	OR6M1	2	2	2
chr19	OR7A17	2	2	2
chr19	OR7G1	2	2	2
chr19	OR7G2	2	2	2
chr11	OR8B3	2	2	2
chr11	OR8U1	2	2	2
chr11	OR8U8	37	37	37
chr11	OR9G1	2	2	2
chr11	OR9G9	2	2	2
chr11	OR9Q1	5	5	5
chr11	OR10A3	2	2	2
chr12	OR10A7	2	2	2
chr6	OR10C1	3	3	3
chr14	OR10G3	2	2	2
chr11	OR10G7	2	2	2
chr11	OR10G9	2	2	2
chr19	OR10H5	2	2	2
chr11	OR10Q1	2	2	2
chr11	OR10W1	2	2	2
chr6	OR11A1	3	3	3
chr10	OR13A1	3	3	3
chr9	OR13C5	2	2	2
chr11	OR51B4	3	3	3
chr11	OR51E1	2	2	2
chr11	OR51E2	7	7	7
chr11	OR52A4	2	2	2
chr11	OR52A5	2	2	2
chr11	OR52E2	2	2	2
chr11	OR52E4	2	2	2
chr11	OR52K1	2	2	2
chr11	OR52N5	2	2	2
chr11	OR56B1	2	2	2
chr12	ORAI1	2	2	2
chr11	ORAOV1	2	2	2
chr1	ORC1L	2	2	2
chr2	ORC2L	13	13	13
chr6	ORC3L	20	20	20
chr2	ORC4L	14	14	14
chr7	ORC5L	20	20	20
chr9	ORM1	4	4	4
chr9	ORM2	2	2	2
chr2	ORMDL1	6	6	6
chr17	ORMDL3	2	2	2
chr12	OS9	3	3	3
chr4	OSAP	5	5	5
chr11	OSBP	4	4	4
chr22	OSBP2	33	33	33
chr18	OSBPL1A	35	35	35
chr20	OSBPL2	16	16	16
chr7	OSBPL3	40	40	40
chr11	OSBPL5	13	13	13
chr2	OSBPL6	22	22	22
chr17	OSBPL7	4	4	4
chr12	OSBPL8	19	19	19
chr1	OSBPL9	11	11	11
chr3	OSBPL10	73	73	73
chr3	OSBPL11	12	12	12
chr2	OSGEPL1	3	3	3
chr16	OSGIN1	6	6	6
chr8	OSGIN2	5	5	5
chr5	OSMR	12	12	12
chr8	OSR2	2	2	2
chr3	OSTalpha	2	2	2
chr9	OSTF1	10	10	10
chr6	OSTM1	3	3	3
chr3	OSTN	6	6	6
chr23	OTC	5	5	5
chr16	OTOA	4	4	4
chr2	OTOF	5	5	5
chr3	OTOL1	3	3	3
chr4	OTOP1	10	10	10
chr17	OTOP2	3	3	3
chr20	OTOR	3	3	3
chr2	OTOS	3	3	3
chr5	OTP	3	3	3
chr11	OTUB1	2	2	2
chr14	OTUB2	3	3	3
chr1	OTUD3	6	6	6
chr4	OTUD4	5	5	5
chr23	OTUD5	2	2	2
chr8	OTUD6B	4	4	4
chr15	OTUD7A	31	31	31
chr2	OTX1	2	2	2
chr14	OTX2	5	5	5
chr12	OVCH1	11	11	11
chr11	OVCH2	3	3	3
chr1	OVGP1	4	4	4
chr20	OVOL2	6	6	6
chr12	OVOS2	9	9	9
chr14	OXA1L	2	2	2
chr5	OXCT1	5	5	5
chr3	OXNAD1	6	6	6
chr8	OXR1	72	72	72
chr3	OXSR1	6	6	6
chr3	OXTR	16	16	16
chr17	P2RX1	3	3	3
chr11	P2RX3	5	5	5
chr12	P2RX4	3	3	3
chr17	P2RX5	6	6	6
chr12	P2RX7	5	5	5
chr11	P2RY2	2	2	2
chr23	P2RY10	2	2	2
chr3	P2RY12	4	4	4
chr3	P2RY13	2	2	2
chr3	P2RY14	8	8	8
chr5	P4HA2	3	3	3
chr11	P4HA3	13	13	13
chr17	P4HB	6	6	6
chr12	P11	2	2	2
chr18	P15RS	7	7	7
chr11	P53AIP1	3	3	3
chr12	P76	3	3	3
chr11	PAAF1	5	5	5
chr20	PABPC1L	6	6	6
chr13	PABPC3	4	4	4
chr14	PABPN1	2	2	2
chr6	PACRG	101	101	101
chr11	PACS1	10	10	10
chr14	PACS2	7	7	7
chr6	PACSIN1	12	12	12
chr22	PACSIN2	7	7	7
chr1	PADI1	6	6	6
chr1	PADI2	7	7	7
chr1	PADI3	3	3	3
chr1	PADI4	14	14	14
chr1	PADI6	12	12	12
chr9	PAEP	5	5	5
chr17	PAFAH1B1	4	4	4
chr11	PAFAH1B2	9	9	9
chr1	PAFAH2	3	3	3
chr8	PAG1	12	12	12
chr23	PAGE2	2	2	2
chr12	PAH	8	8	8
chr4	PAICS	4	4	4
chr5	PAIP2	2	2	2
chr2	PAIP2B	6	6	6
chr11	PAK1	19	19	19
chr6	PAK1IP1	3	3	3
chr23	PAK3	6	6	6
chr19	PAK4	16	16	16
chr15	PAK6	5	5	5
chr20	PAK7	104	104	104
chr16	PALB2	3	3	3
chr4	PALLD	56	56	56
chr19	PALM	8	8	8
chr9	PALM2	75	75	75
chr9	PALM2-AKAP2	98	98	98
chr1	PALMD	4	4	4
chr5	PAM	14	14	14
chr13	PAN3	13	13	13
chr10	PANK1	13	13	13
chr20	PANK2	6	6	6
chr5	PANK3	3	3	3
chr1	PANK4	2	2	2
chr11	PANX1	5	5	5
chr22	PANX2	5	5	5
chr11	PANX3	3	3	3
chr10	PAOX	4	4	4
chr1	PAP2D	10	10	10
chr10	PAPD1	8	8	8
chr5	PAPD4	16	16	16
chr16	PAPD5	6	6	6
chr14	PAPLN	8	8	8
chr14	PAPOLA	15	15	15
chr2	PAPOLG	5	5	5
chr9	PAPPA	48	48	48
chr1	PAPPA2	23	23	23
chr4	PAPSS1	8	8	8
chr10	PAPSS2	16	16	16
chr15	PAQR5	24	24	24
chr1	PAQR6	2	2	2
chr1	PAQR7	5	5	5
chr6	PAQR8	14	14	14
chr6	PARC	9	9	9
chr10	PARD3	92	92	92
chr2	PARD3B	197	197	197
chr20	PARD6B	6	6	6
chr18	PARD6G	20	20	20
chr10	PARG	33	33	33
chr6	PARK2	314	314	314
chr1	PARK7	2	2	2
chr3	PARL	6	6	6
chr16	PARN	13	13	13
chr13	PARP4	16	16	16
chr15	PARP6	5	5	5
chr5	PARP8	21	21	21
chr3	PARP9	3	3	3
chr12	PARP11	27	27	27
chr7	PARP12	2	2	2
chr3	PARP14	5	5	5
chr3	PARP15	4	4	4
chr15	PARP16	7	7	7
chr1	PARS2	2	2	2
chr11	PARVA	51	51	51
chr22	PARVB	30	30	30
chr22	PARVG	2	2	2
chr23	PASD1	5	5	5
chr2	PASK	5	5	5
chr11	PATE	3	3	3
chr11	PATL1	6	6	6
chr22	PATZ1	4	4	4
chr12	PAWR	26	26	26
chr20	PAX1	2	2	2
chr10	PAX2	18	18	18
chr2	PAX3	18	18	18
chr7	PAX4	2	2	2
chr9	PAX5	77	77	77
chr11	PAX6	4	4	4
chr1	PAX7	16	16	16
chr2	PAX8	11	11	11
chr14	PAX9	2	2	2
chr7	PAXIP1	16	16	16
chr8	PBK	8	8	8
chr10	PBLD	4	4	4
chr3	PBRM1	8	8	8
chr1	PBX1	82	82	82
chr6	PBX2	5	5	5
chr9	PBX3	21	21	21
chr19	PBX4	4	4	4
chr1	PBXIP1	5	5	5
chr11	PC	4	4	4
chr5	PCBD2	5	5	5
chr12	PCBP2	3	3	3
chr21	PCBP3	24	24	24
chr13	PCCA	61	61	61
chr3	PCCB	18	18	18
chr5	PCDH1	8	8	8
chr4	PCDH7	64	64	64
chr13	PCDH8	2	2	2
chr13	PCDH9	90	90	90
chr4	PCDH10	9	9	9
chr23	PCDH11X	13	13	13
chr5	PCDH12	2	2	2
chr10	PCDH15	97	97	97
chr13	PCDH17	8	8	8
chr23	PCDH19	3	3	3
chr13	PCDH20	2	2	2
chr10	PCDH21	5	5	5
chr5	PCDH24	7	7	7
chr5	PCDHA1	24	24	24
chr5	PCDHA2	24	24	24
chr5	PCDHA3	23	23	23
chr5	PCDHA4	23	23	23
chr5	PCDHA5	22	22	22
chr5	PCDHA6	18	18	18
chr5	PCDHA7	17	17	17
chr5	PCDHA8	16	16	16
chr5	PCDHA9	16	16	16
chr5	PCDHA10	15	15	15
chr5	PCDHA11	15	15	15
chr5	PCDHA12	15	15	15
chr5	PCDHA13	15	15	15
chr5	PCDHAC1	13	13	13
chr5	PCDHAC2	8	8	8
chr5	PCDHB4	2	2	2
chr5	PCDHB10	3	3	3
chr5	PCDHB15	2	2	2
chr5	PCDHGA1	28	28	28
chr5	PCDHGA2	28	28	28
chr5	PCDHGA3	26	26	26
chr5	PCDHGA4	24	24	24
chr5	PCDHGA5	20	20	20
chr5	PCDHGA6	20	20	20
chr5	PCDHGA7	20	20	20
chr5	PCDHGA8	19	19	19
chr5	PCDHGA9	18	18	18
chr5	PCDHGA10	17	17	17
chr5	PCDHGA11	17	17	17
chr5	PCDHGA12	14	14	14
chr5	PCDHGB1	25	25	25
chr5	PCDHGB2	21	21	21
chr5	PCDHGB3	20	20	20
chr5	PCDHGB4	19	19	19
chr5	PCDHGB5	18	18	18
chr5	PCDHGB6	18	18	18
chr5	PCDHGB7	17	17	17
chr5	PCDHGC3	8	8	8
chr5	PCDHGC4	8	8	8
chr5	PCDHGC5	8	8	8
chr2	PCDP1	15	15	15
chr11	PCF11	7	7	7
chr17	PCGF2	3	3	3
chr4	PCGF3	11	11	11
chr10	PCGF5	8	8	8
chr10	PCGF6	2	2	2
chr13	PCID2	5	5	5
chr20	PCIF1	3	3	3
chr20	PCK1	2	2	2
chr14	PCK2	5	5	5
chr7	PCLO	44	44	44
chr8	PCM1	25	25	25
chr6	PCMT1	2	2	2
chr8	PCMTD1	22	22	22
chr20	PCMTD2	3	3	3
chr3	PCNP	3	3	3
chr21	PCNT	22	22	22
chr14	PCNX	70	70	70
chr1	PCNXL2	47	47	47
chr11	PCNXL3	2	2	2
chr3	PCOLCE2	9	9	9
chr13	PCOTH	3	3	3
chr21	PCP4	9	9	9
chr1	PCP4L1	3	3	3
chr5	PCSK1	8	8	8
chr20	PCSK2	51	51	51
chr9	PCSK5	49	49	49
chr15	PCSK6	37	37	37
chr11	PCSK7	7	7	7
chr1	PCSK9	5	5	5
chr12	PCTK2	20	20	20
chr1	PCTK3	5	5	5
chr17	PCTP	5	5	5
chr2	PCYOX1	2	2	2
chr5	PCYOX1L	4	4	4
chr3	PCYT1A	5	5	5
chr23	PCYT1B	10	10	10
chr17	PCYT2	3	3	3
chr9	PDCD1LG2	20	20	20
chr19	PDCD2L	5	5	5
chr10	PDCD4	4	4	4
chr5	PDCD6	5	5	5
chr3	PDCD6IP	6	6	6
chr15	PDCD7	6	6	6
chr3	PDCD10	8	8	8
chr10	PDCD11	6	6	6
chr9	PDCL	5	5	5
chr4	PDCL2	7	7	7
chr11	PDDC1	2	2	2
chr2	PDE1A	53	53	53
chr12	PDE1B	4	4	4
chr7	PDE1C	81	81	81
chr11	PDE2A	7	7	7
chr12	PDE3A	54	54	54
chr11	PDE3B	12	12	12
chr19	PDE4A	14	14	14
chr1	PDE4B	68	68	68
chr19	PDE4C	6	6	6
chr5	PDE4D	146	146	146
chr4	PDE5A	14	14	14
chr5	PDE6A	19	19	19
chr4	PDE6B	3	3	3
chr10	PDE6C	15	15	15
chr2	PDE6D	3	3	3
chr17	PDE6G	3	3	3
chr8	PDE7A	8	8	8
chr6	PDE7B	51	51	51
chr15	PDE8A	16	16	16
chr5	PDE8B	49	49	49
chr21	PDE9A	17	17	17
chr6	PDE10A	86	86	86
chr2	PDE11A	65	65	65
chr3	PDE12	2	2	2
chr22	PDGFB	7	7	7
chr4	PDGFC	22	22	22
chr11	PDGFD	57	57	57
chr4	PDGFRA	5	5	5
chr5	PDGFRB	18	18	18
chr8	PDGFRL	30	30	30
chr23	PDHA1	3	3	3
chr11	PDHX	21	21	21
chr15	PDIA3	6	6	6
chr7	PDIA4	2	2	2
chr3	PDIA5	33	33	33
chr2	PDIA6	2	2	2
chr1	PDIK1L	5	5	5
chr16	PDILT	8	8	8
chr2	PDK1	6	6	6
chr23	PDK3	8	8	8
chr7	PDK4	3	3	3
chr10	PDLIM1	3	3	3
chr8	PDLIM2	5	5	5
chr4	PDLIM3	9	9	9
chr5	PDLIM4	4	4	4
chr4	PDLIM5	41	41	41
chr1	PDPN	16	16	16
chr16	PDPR	12	12	12
chr4	PDS5A	21	21	21
chr13	PDS5B	17	17	17
chr10	PDSS1	7	7	7
chr6	PDSS2	28	28	28
chr13	PDX1	4	4	4
chr21	PDXK	7	7	7
chr20	PDYN	8	8	8
chr5	PDZD2	88	88	88
chr10	PDZD7	6	6	6
chr10	PDZD8	4	4	4
chr23	PDZD11	2	2	2
chr3	PDZRN3	54	54	54
chr12	PDZRN4	21	21	21
chr1	PEA15	5	5	5
chr12	PEBP1	2	2	2
chr8	PEBP4	70	70	70
chr17	PECAM1	3	3	3
chr6	PECI	7	7	7
chr2	PECR	3	3	3
chr1	PEF1	4	4	4
chr2	PELI1	3	3	3
chr14	PELI2	10	10	10
chr11	PELI3	3	3	3
chr5	PELO	7	7	7
chr17	PELP1	6	6	6
chr17	PEMT	17	17	17
chr8	PENK	3	3	3
chr19	PEPD	11	11	11
chr17	PER1	9	9	9
chr2	PER2	7	7	7
chr1	PER3	8	8	8
chr17	PERLD1	3	3	3
chr22	PES1	2	2	2
chr4	PET112L	5	5	5
chr6	PEX3	8	8	8
chr12	PEX5	7	7	7
chr3	PEX5L	19	19	19
chr6	PEX6	2	2	2
chr6	PEX7	12	12	12
chr1	PEX10	3	3	3
chr15	PEX11A	2	2	2
chr19	PEX11G	2	2	2
chr17	PEX12	2	2	2
chr2	PEX13	2	2	2
chr1	PEX14	27	27	27
chr1	PEX19	5	5	5
chr17	PFAS	2	2	2
chr5	PFDN1	5	5	5
chr1	PFDN2	2	2	2
chr20	PFDN4	2	2	2
chr6	PFDN6	2	2	2
chr23	PFKFB1	3	3	3
chr1	PFKFB2	5	5	5
chr10	PFKFB3	9	9	9
chr3	PFKFB4	2	2	2
chr21	PFKL	4	4	4
chr12	PFKM	5	5	5
chr10	PFKP	29	29	29
chr3	PFN2	3	3	3
chr7	PFTK1	72	72	72
chr2	PFTK2	3	3	3
chr11	PGA3	3	3	3
chr11	PGA5	3	3	3
chr10	PGAM1	2	2	2
chr12	PGAM5	3	3	3
chr2	PGAP1	11	11	11
chr6	PGBD1	6	6	6
chr1	PGBD5	7	7	7
chr6	PGC	2	2	2
chr8	PGCP	40	40	40
chr1	PGD	3	3	3
chr4	PGDS	12	12	12
chr5	PGGT1B	9	9	9
chr19	PGLYRP1	2	2	2
chr1	PGLYRP3	4	4	4
chr1	PGM1	6	6	6
chr4	PGM2	13	13	13
chr11	PGM2L1	7	7	7
chr6	PGM3	4	4	4
chr19	PGPEP1	3	3	3
chr11	PGR	28	28	28
